MeasuredID,Name,Intervals,Tonic,Variants,Culture,Region,SocID,Reference,RefID,Primary_source?,Country,Measured_type,Instrument,Inst_type,Melodic / Harmonic,Octave_modified,Reduced_scale,Notes
M0238,Tomora Ba,200;185;115;200;200;185;115,N/A,N/A,Ghana,Africa,Gha22,"R. Knight. Kora music from the gambia, played by foday musa suso, 1976",11,Y,Ghana,Instrument,Kora,Chordophone,N/A,N,Y,'Generalized representations of four kora tunings'
M0239,Tomora Mesengo,230;95;175;200;230;95;175,N/A,N/A,Ghana,Africa,Gha22,"R. Knight. Kora music from the gambia, played by foday musa suso, 1976",11,Y,Ghana,Instrument,Kora,Chordophone,N/A,N,Y,'Generalized representations of four kora tunings'
M0240,Sangyongsan 1,141;317;247;176;327,N/A,N/A,Korea,East Asia,Kor16,"Unjung Nam. Pitch distributions in korean court music: Evidence consistent with tonal hierarchies. Music Percept., 16(2): 243-247, 1998. doi: 10.2307/40285789",39,Y,Korea,Recording,Voice,Voice,M,N,Y,N/A
M0241,Sangyongsan 2,114;371;242;194;367,N/A,N/A,Korea,East Asia,Kor16,"Unjung Nam. Pitch distributions in korean court music: Evidence consistent with tonal hierarchies. Music Percept., 16(2): 243-247, 1998. doi: 10.2307/40285789",39,Y,Korea,Recording,Voice,Voice,M,N,Y,N/A
M0242,Sujechon,204;344;144;331;154,N/A,N/A,Korea,East Asia,Kor16,"Unjung Nam. Pitch distributions in korean court music: Evidence consistent with tonal hierarchies. Music Percept., 16(2): 243-247, 1998. doi: 10.2307/40285789",39,Y,Korea,Recording,Voice,Voice,M,N,Y,N/A
M0243,Phon 1,345;227;282;289,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0244,Phon 2,459;162;345;292,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0245,Phon 3,510;192;284;249,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0246,Phon 4,423;202;302;273,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0247,Phon 5,238;157;84;245;202;274;238,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0248,Phon 7,189;197;109;207;217;281;189,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0249,Phon 8,208;170;110;200;158;354;208,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0250,Phon 16,206;277;222;139,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Recording,Voice,Voice,N/A,N,N,N/A
M0251,Phon 11,435;362;319;165,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0252,Phon 12,894;586;450,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0253,Phon 14,134;790;68,N/A,N/A,Kauwerawet,Oceania,Kau72,"J. Kunst. Music in New Guinea. Brill, 1967",7,Y,Papua New Guinea,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0254,Lith 4b,190;157;182;180;195,2,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevicius. The perception and transcription of the scale reconsidered: Several lithuanian cases. The World of Music, 47(2):31-53, 2005",41,Y,Lithuania,Recording,Voice,Voice,M,N,N,"There were three versions for this audio sample, and I chose the one that was obtained using the same method as the second sample."
M0255,Lith 5,200;110;192;193;117;199,1,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevicius. The perception and transcription of the scale reconsidered: Several lithuanian cases. The World of Music, 47(2):31-53, 2005",41,Y,Lithuania,Recording,Voice,Voice,M,N,N,N/A
M0256,Skud 6a,182;189;305;262;143,N/A,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Skudutis,Aerophone,M,N,N,N/A
M0257,Skud 6b,173;117;373;260;115,N/A,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Skudutis,Aerophone,M,N,N,N/A
M0258,Skud 6c,165;160;304;269;147,N/A,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Skudutis,Aerophone,M,N,N,N/A
M0259,Skud 6d,240;258;168,N/A,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Skudutis,Aerophone,M,N,N,N/A
M0260,Skud 6e,265;218;200,N/A,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Skudutis,Aerophone,M,N,N,N/A
M0261,Lith 10a,177;179;161;199;186,2,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Voice,Voice,M,N,N,N/A
M0262,Lith 10b,224;205;110;212;195,1,N/A,Lithuania,Western,Lit73,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041",42,Y,Lithuania,Recording,Voice,Voice,M,N,N,N/A
M0263,Ludaya 1,291;269;216;212;155;165;118;155,N/A,N/A,Gisu,Africa,Gis74,"P. R. Cooke. Ludaya - a transverse flute from eastern uganda. Yearb. Int. Folk Music Council, 3:79-90, 1971. doi: 10.2307/767457",43,Y,Uganda,Instrument,Ludaya,Aerophone,N/A,N,N,N/A
M0264,Kwaiker,162;149;245;129;192;175;197;148;189;128;204;154;134,N/A,N/A,Kwaiker,Latin America,Kwa75,"A. M. Jones. A kwaiker indian xylophone. Ethnomusicology, 10(1):43-47, 1966",45,Y,Guatemala,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0265,Cambodia 1,178;178;152;155;185;176;186,N/A,N/A,Cambodia,South East Asia,Cam46,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Cambodia,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0266,Gamelan 25,202;133;147;183;196;165;174,N/A,N/A,Gamelan,South East Asia,Gam17,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Indonesia,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0267,Chopi 7,162;169;177;174;176;168;174,N/A,N/A,Chopi,Africa,Cho76,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Mozambique,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0268,Malinke 1,200;156;200;142;211;136;160,N/A,N/A,Malinke,Africa,Mal54,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Gambia,Instrument,N/A,Idiophone,N/A,N,Y,Location is just listed as West Africa; I've put them down Gambia since I know some of the authors have reported from there.
M0269,Malinke 2,157;178;195;172;156;168;174,N/A,N/A,Malinke,Africa,Mal54,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Gambia,Instrument,N/A,Idiophone,N/A,N,Y,Location is just listed as West Africa; I've put them down Gambia since I know some of the authors have reported from there.
M0270,Bakwese,173;203;180;193;200;176;153,N/A,N/A,Bakwese,Africa,Bak26,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Dem. Rep. Congo,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0271,Java 1,247;222;222;240,N/A,N/A,Gamelan,South East Asia,Gam17,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Indonesia,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0272,Ngbandi 1,219;260;225;211,N/A,N/A,Ngbandi,Africa,Ngb77,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Dem. Rep. Congo,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0273,Malinke 3,259;234;228;255,N/A,N/A,Malinke,Africa,Mal54,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Gambia,Instrument,N/A,Idiophone,N/A,N,Y,"Location is just listed as West Africa; I've put them down Gambia since I know some of the authors have reported from there. In my analyses, I only use the Country column to populate the world map, so this does not affect anything significant."
M0274,BaGanda,225;242;270;233,N/A,N/A,BaGanda,Africa,Bag70,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608",46,N,Uganda,Instrument,N/A,Idiophone,N/A,N,Y,N/A
M0275,Endara 1,254;170;124;148;148;136;100,N/A,N/A,Bukonjo,Africa,Buk78,"G. Kubik. The endara xylophone of bukonjo. African Music : Journal of the International Library of African Music, 3(1):43-48, 1962. doi: https://doi.org/10.21504/ amj.v3i1.736",47,Y,Uganda,Instrument,Endara,Idiophone,N/A,N,N,I only include one out of the three notes that have the same frequency
M0276,Endara 2,163;149;152;158;148;148;80;251;176,N/A,N/A,Bukonjo,Africa,Buk78,"G. Kubik. The endara xylophone of bukonjo. African Music : Journal of the International Library of African Music, 3(1):43-48, 1962. doi: https://doi.org/10.21504/ amj.v3i1.736",47,Y,Uganda,Instrument,Endara,Idiophone,N/A,N,N,N/A
M0277,Mambira,379;134;227;136;232;250;138;198;122;121;175;144;160;129;309;1400,N/A,N/A,Chuwabo,Africa,Chu79,"G. Kubik. Discovery of a trough xylophone in northern mozambique. African Music : Journal of the International Library of African Music, 3(2):11-14, 1963. doi: https://doi.org/10.21504/amj.v3i2.826",48,Y,Mozambique,Instrument,Mambira,Idiophone,N/A,N,N,N/A
M0278,Xylophone,273;279;196;245;207;230;242;241;269;190;220;256;200;240;249;225,1;2;3;4;5;1;2;3;4;5;1;2;3;4;5;1;2;3,N/A,Busoga,Africa,Bus80,"Gerhard Kubik. Embaire xylophone music of samusiri babalanda (uganda 1968). The World of Music, 34(1): 57-84, 1992",49,Y,Uganda,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0279,Flute 1A,170;148;154;195;187;201;140,N/A,N/A,China,East Asia,Chi15,"Alan Thrasher. The transverse flute in traditional chinese music. Asian Music, 10(1):92-114, 1978",50,Y,China,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0280,Flute 1B,170;148;154;195;187;136;204,N/A,N/A,China,East Asia,Chi15,"Alan Thrasher. The transverse flute in traditional chinese music. Asian Music, 10(1):92-114, 1978",50,Y,China,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0281,Flute 2,177;160;158;161;189;126;209,N/A,N/A,China,East Asia,Chi15,"Alan Thrasher. The transverse flute in traditional chinese music. Asian Music, 10(1):92-114, 1978",50,Y,China,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0282,Flute 3,151;152;148;177;198;160;214,N/A,N/A,China,East Asia,Chi15,"Alan Thrasher. The transverse flute in traditional chinese music. Asian Music, 10(1):92-114, 1978",50,Y,China,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0283,Flute 4,200;175;110;195;195;110;215,N/A,N/A,China,East Asia,Chi15,"Alan Thrasher. The transverse flute in traditional chinese music. Asian Music, 10(1):92-114, 1978",50,Y,China,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0284,Marimba 1,70;260;90;155;205;120;170;205;105;180;200;120;190;170;160;190,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0285,Marimba 2,210;210;130;170;170;190;120;190;150;250;110;200;100,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0286,Marimba 3,140;145;140;160;200;140;180;160;140;150;190;155;145;220;135;155;170;180;200,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0287,Marimba 4,180;160;150;180;150;160;155;155;170;170;170;190;135;165;160;180;170;165;155,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0288,Marimba 5,210;150;160;160;210;140;160;170;170;170;170;160;160;160;150;160;210;160;120;150;100,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0289,Marimba 6,100;110;70;190;200;190;140;160;180;150;150;200;150;170;100;190;100,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0290,Marimba 7,150;240;125;195;135;160;210;110;145;190;155;170;205;180;175;160;150;180;155;180;130;230;130,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0291,Marimba 8,205;130;165;195;145;185;120;150;135;145;240;165;145;185;180;105;135,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0292,Marimba 9,150;190;80;100;160;140;180;160;150;195;155;130;170;205;120;270;135;130;210;120;190;90,N/A,N/A,Colombia,Latin America,Col81,C. Mi+APE-ana Blasco. Afinacion de las marimbas en la costa pacifiica colombiana: Un ejemplo de la memoria intervalica africana en colombia. 1990,51,Y,Colombia,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0293,Sweden A,355;141;179;167;135;191,N/A,N/A,Sweden,Western,Swe82,"J. Sundberg and P. Tjernlund. Computer measurements of the tone scale in performed music by means of frequency histograms. STL-QPS, 10(2-3):33-35, 1969",52,Y,Sweden,Instrument,spil�Ã�¥pipa,Aerophone,N/A,N,N,N/A
M0294,Sweden B,372;135;175;139;164;174,N/A,N/A,Sweden,Western,Swe82,"J. Sundberg and P. Tjernlund. Computer measurements of the tone scale in performed music by means of frequency histograms. STL-QPS, 10(2-3):33-35, 1969",52,Y,Sweden,Instrument,spil�Ã�¥pipa,Aerophone,N/A,N,N,N/A
M0295,Benin 1,188;327;186;192;108,N/A,N/A,Benin,Africa,Ben83,"Lyndsey Copeland. Pitch and tuning in beninese brass bands. Ethnomusicology Forum, 27(2):213-240, 2018. doi: 10.1080/17411912.2018.1518151",53,Y,Benin,Recording,Trombone,Aerophone,M,Y,Y,N/A
M0296,Benin 2,227;160;307;192,N/A,N/A,Benin,Africa,Ben83,"Lyndsey Copeland. Pitch and tuning in beninese brass bands. Ethnomusicology Forum, 27(2):213-240, 2018. doi: 10.1080/17411912.2018.1518151",53,Y,Benin,Recording,Trombone,Aerophone,M,Y,Y,N/A
M0297,Kaen hok,203;312;180;215;295,N/A,N/A,Lao,South East Asia,Lao84,"T. E. Miller. Traditional Music of the Lao: Kaen Playing and Mawlum Singing in Northeast Thailand. Number 13. Praeger, 1985",54,Y,Thailand,Instrument,Kaen,Aerophone,N/A,N,N,"Two tunings are listed, from separate blowings on the same instrument, but they are very similar; I am reporting the average here."
M0298,GCH-ID 008 Top,222;166;163;175;197;202;149;179;162,6,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,M,N,N,Taken from one recording; not sure how tonic is identified
M0299,Average Top,190;174;166;163;198;186;168;170;182;176,7,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,M,N,N,"Averaged over corpus, one voice; not sure how tonic is identified"
M0300,GCH-ID 008 All-M,173;191;159;194;180;163;172;198;192;152;179;168,5,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,M,N,N,"Taken from one recording, all voices combined; not sure how tonic is identified"
M0301,GCH-ID 008 All-H,173;193;169;167;199;170;164;170;191;187;136;387,10,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,H,N,N,"Taken from one recording, all voices combined; not sure how tonic is identified"
M0302,Average All-M,197;181;173;163;184;175;167;166;196;182;165;180;180;189,5,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,M,N,N,"Averaged over corpus, all voices; not sure how tonic is identified"
M0303,Average All-H,212;172;156;186;191;165;159;192;167;174;202;167;180,7,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,H,N,N,"Averaged over corpus, all voices; not sure how tonic is identified"
M0304,Synoptic Top,173;167;162;199;186;168;170;181;177,1,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,M,N,N,"Averaged over corpus, top voices; not sure how tonic is identified"
M0305,Synoptic All-M,176;166;167;196;181;166;179;180;190,1,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,M,N,N,"Averaged over corpus, all voices; not sure how tonic is identified"
M0306,Synoptic All-H,191;164;160;192;167;169;174;202;167,1,N/A,Georgia,Middle East,Geo85,"Frank Scherbaum, Nana Mzhavanadze, Simha Arom, Sebastian Rosenzweig, and Meinard Muller. Tonal Organization of the Erkomaishvili Dataset: Pitches, Scales, Melodies and Harmonies.",55,Y,Georgia,Recording,Voice,Voice,H,N,N,"Averaged over corpus, all voices; not sure how tonic is identified"
M0307,GVM207-M,192;182;210;162;136;178,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0308,GVM208-M,177;178;199;168;135;180;94,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0309,GVM198-M,177;172;218;197;123;153,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0310,GVM205-M,174;183;191;156;178;183;136,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0311,GVM206-M,179;179;142;201;186;180;122,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0312,GVM201-M,192;166;170;173;161;200;176;163,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0313,GVM199-M,121;168;168;176;170;174;173;110,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0314,GVM200-M,208;180;182;153;142;173;172,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0315,GVM202-M,180;203;165;187;168;159;198,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0316,GVM203-M,169;178;165;175;170;172;166;167,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0317,GVM204-M,202;178;182;189;180;168;166;147,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,M,N,N,N/A
M0318,GVM207-H,175;193;140;189;174;204,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0319,GVM208-H,174;188;299;155;195,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0320,GVM198-H,393;157;164;154;134;123,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0321,GVM205-H,373;351;153,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0322,GVM206-H,354;348;128,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0323,GVM201-H,195;151;142;202;192;170;154,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
